customer_id,customer_name,age,gender,city,region,category,quantity,unit_price,revenue
476,Customer_476,25,Female,Mumbai,West,Sports,16,3738.93,
415,Customer_415,20,Female,Bhubaneswar,East,Grocery,9,2226.72,20040.48
311,Customer_311,,Female,Bhopal,Central,Books,15,4717.73,70765.95
155,Customer_155,65,Female,Raipur,Central,Sports,1,504.2,504.2
496,Customer_496,52,Male,Hyderabad,South,Grocery,20,1022.52,20450.4
149,Customer_149,24,Other,Delhi,North,Electronics,12,4068.26,48819.12
55,Customer_55,46,Other,Raipur,Central,Grocery,7,2580.31,18062.17
258,Customer_258,52,Other,Bhubaneswar,East,Books,7,3821.21,26748.47
184,Customer_184,44,Male,Pune,West,Sports,6,4093.61,24561.66
414,Customer_414,60,Male,Chandigarh,North,Sports,9,501.13,4510.17
359,Customer_359,45,Other,Nagpur,Central,Books,13,458.02,5954.26
24,Customer_24,54,Female,Hyderabad,South,Clothing,19,2389.72,45404.68
300,Customer_300,23,Male,Mumbai,West,Books,20,1512.13,30242.6
382,Customer_382,34,Female,Ahmedabad,West,Electronics,6,203.86,1223.16
33,Customer_33,56,Other,Mumbai,West,Books,2,3115.94,6231.88
500,Customer_500,22,Other,Bhubaneswar,East,Books,11,2650.71,29157.81
369,Customer_369,25,Male,Bhubaneswar,East,Electronics,17,3382.96,57510.32
486,Customer_486,39,Female,Ahmedabad,West,Clothing,10,2291.59,22915.9
445,Customer_445,25,Other,Patna,East,Grocery,16,315.7,5051.2
446,Customer_446,50,Female,Bhopal,Central,Sports,4,4344.11,17376.44
61,Customer_61,53,Female,Raipur,Central,Books,15,4491.18,67367.7
345,Customer_345,45,Other,Pune,West,Electronics,7,4978.69,34850.83
200,Customer_200,45,Female,Bhubaneswar,East,Electronics,13,3729.37,48481.81
9,Customer_9,58,Male,Chennai,South,Sports,18,1137.1,20467.8
162,Customer_162,47,Other,Chandigarh,North,Electronics,3,4317.44,12952.32
222,Customer_222,63,Female,Bangalore,South,Books,11,3684.29,40527.19
208,Customer_208,42,Other,Delhi,North,Clothing,18,632.92,11392.56
440,Customer_440,64,Female,Ahmedabad,West,Grocery,1,3294.23,3294.23
231,Customer_231,50,Female,Chennai,South,Books,2,274.25,548.5
199,Customer_199,30,Other,Pune,West,Electronics,10,1817.02,18170.2
209,Customer_209,49,Female,Mumbai,West,Books,7,657.06,4599.42
133,Customer_133,65,Male,Bangalore,South,Sports,18,2124.68,38244.24
117,Customer_117,24,Male,Kolkata,East,Electronics,4,2246.21,8984.84
295,Customer_295,29,Male,Patna,East,Books,11,127.51,1402.61
424,Customer_424,34,Female,Patna,East,Grocery,13,3291.2,42785.6
286,Customer_286,22,Other,Raipur,Central,Electronics,2,3833.48,7666.96
129,Customer_129,43,Female,Ahmedabad,West,Grocery,1,1359.07,1359.07
407,Customer_407,20,Male,Chennai,South,Sports,10,149.39,1493.9
92,Customer_92,55,Other,Pune,West,Sports,14,1561.63,21862.82
28,Customer_28,23,Male,Amritsar,North,Books,8,873.24,6985.92
38,Customer_38,60,Male,Bhopal,Central,Books,4,4697.7,18790.8
45,Customer_45,29,Female,Chennai,South,Clothing,14,172.69,2417.66
20,Customer_20,28,Male,Chennai,South,Sports,9,2661.99,23957.91
275,Customer_275,63,Other,Mumbai,West,Clothing,5,4038.59,20192.95
368,Customer_368,63,Other,Chennai,South,Books,14,1161.35,16258.9
236,Customer_236,57,Male,Mumbai,West,Books,13,781.49,10159.37
468,Customer_468,28,Other,Delhi,North,Electronics,4,2109.34,8437.36
79,Customer_79,33,Female,Pune,West,Books,3,1430.69,4292.07
352,Customer_352,31,Male,Bangalore,South,Books,3,4488.14,13464.42
383,Customer_383,47,Male,Raipur,Central,Books,4,4029.29,16117.16
37,Customer_37,63,Other,Kolkata,East,Sports,10,3077.8,30778.0
419,Customer_419,46,Male,Bhopal,Central,Electronics,6,4747.85,28487.1
332,Customer_332,32,Female,Amritsar,North,Electronics,10,211.84,2118.4
223,Customer_223,38,Male,Bangalore,South,Books,8,2359.04,18872.32
439,Customer_439,33,Other,Kolkata,East,Clothing,2,4036.88,8073.76
380,Customer_380,25,Other,Pune,West,Sports,3,830.2,2490.6
360,Customer_360,50,Female,Bangalore,South,Electronics,7,4872.85,34109.95
425,Customer_425,57,Female,Delhi,North,Grocery,20,3420.02,68400.4
447,Customer_447,30,Female,Mumbai,West,Clothing,11,2075.5,22830.5
106,Customer_106,63,Female,Amritsar,North,Books,6,1588.21,
54,Customer_54,53,Other,Hyderabad,South,Books,1,1554.18,1554.18
428,Customer_428,56,Female,Pune,West,Grocery,3,980.28,2940.84
218,Customer_218,64,Male,Bhopal,Central,Clothing,20,1721.22,34424.4
351,Customer_351,57,Other,Chennai,South,Books,6,2228.49,13370.94
179,Customer_179,49,Male,Chennai,South,Grocery,7,1171.39,8199.73
397,Customer_397,30,Female,Mumbai,West,Grocery,5,1736.76,8683.8
323,Customer_323,65,Female,Hyderabad,South,Sports,20,4421.33,88426.6
344,Customer_344,58,Male,Pune,West,Electronics,15,130.59,1958.85
108,Customer_108,33,Other,Bhubaneswar,East,Sports,15,2778.76,41681.4
34,Customer_34,31,Other,Raipur,Central,Grocery,11,1231.5,13546.5
321,Customer_321,61,Other,Delhi,North,Grocery,6,4653.12,27918.72
4,Customer_4,39,Female,Pune,West,Grocery,4,509.09,2036.36
274,Customer_274,44,Other,Ahmedabad,West,Grocery,5,1534.45,7672.25
276,Customer_276,42,Male,Pune,West,Books,8,1312.23,10497.84
396,Customer_396,23,Other,Nagpur,Central,Clothing,2,1201.49,2402.98
86,Customer_86,35,Female,Chennai,South,Clothing,19,4884.2,92799.8
50,Customer_50,25,Male,Bhubaneswar,East,Books,13,4502.55,58533.15
43,Customer_43,37,Male,Bhopal,Central,Sports,12,4499.96,53999.52
462,Customer_462,,Other,Pune,West,Clothing,3,4539.06,13617.18
478,Customer_478,41,Female,Bhopal,Central,Sports,2,4092.11,8184.22
99,Customer_99,61,Other,Nagpur,Central,Electronics,19,2956.26,56168.94
334,Customer_334,20,Male,Nagpur,Central,Books,15,2754.45,41316.75
152,Customer_152,41,Female,Chennai,South,Grocery,4,3824.9,15299.6
23,Customer_23,39,Female,Delhi,North,Electronics,3,2595.07,7785.21
250,Customer_250,52,Other,Bhubaneswar,East,Sports,17,2494.87,42412.79
489,Customer_489,38,Other,Hyderabad,South,Books,4,3815.84,15263.36
261,Customer_261,50,Other,Hyderabad,South,Books,15,4053.03,60795.45
412,Customer_412,,Other,Chennai,South,Grocery,3,1508.02,4524.06
264,Customer_264,26,Female,Mumbai,West,Grocery,14,1903.58,26650.12
192,Customer_192,54,Male,Raipur,Central,Electronics,8,3606.79,28854.32
395,Customer_395,54,Female,Amritsar,North,Grocery,5,2837.39,14186.95
421,Customer_421,22,Female,Nagpur,Central,Grocery,3,1971.09,5913.27
265,Customer_265,60,Male,Pune,West,Electronics,18,708.3,12749.4
467,Customer_467,42,Male,Pune,West,Sports,16,4009.5,64152.0
13,Customer_13,25,Female,Nagpur,Central,Electronics,5,3155.86,15779.3
145,Customer_145,38,Female,Raipur,Central,Books,13,4973.41,64654.33
371,Customer_371,36,Male,Nagpur,Central,Electronics,19,3933.31,74732.89
277,Customer_277,30,Other,Pune,West,Electronics,2,1378.88,2757.76
132,Customer_132,37,Other,Delhi,North,Electronics,16,624.8,9996.8
198,Customer_198,20,Other,Kolkata,East,Electronics,11,4670.19,51372.09
492,Customer_492,21,Female,Patna,East,Grocery,10,1059.8,10598.0
408,Customer_408,28,Male,Chandigarh,North,Clothing,3,2757.88,8273.64
469,Customer_469,40,Other,Mumbai,West,Books,20,192.64,3852.8
196,Customer_196,40,Other,Raipur,Central,Grocery,18,1725.81,31064.58
165,Customer_165,28,Other,Pune,West,Grocery,3,2576.89,7730.67
454,Customer_454,30,Female,Bangalore,South,Sports,6,4743.02,28458.12
350,Customer_350,26,Male,Chandigarh,North,Grocery,13,3878.63,50422.19
21,Customer_21,43,Male,Raipur,Central,Clothing,12,2218.6,26623.2
125,Customer_125,64,Other,Hyderabad,South,Grocery,5,3159.83,15799.15
319,Customer_319,39,Female,Amritsar,North,Clothing,15,3932.14,58982.1
471,Customer_471,54,Female,Amritsar,North,Books,19,1158.73,22015.87
315,Customer_315,57,Other,Hyderabad,South,Grocery,2,2837.94,5675.88
329,Customer_329,52,Male,Pune,West,Clothing,6,2796.82,16780.92
464,Customer_464,29,Other,Bhubaneswar,East,Sports,2,4268.63,8537.26
124,Customer_124,36,Other,Amritsar,North,Sports,8,3054.97,24439.76
229,Customer_229,42,Other,Bangalore,South,Books,17,2279.25,38747.25
178,Customer_178,60,Female,Hyderabad,South,Books,14,2567.02,
343,Customer_343,38,Other,Bangalore,South,Clothing,10,1721.89,17218.9
59,Customer_59,62,Male,Delhi,North,Sports,17,2349.52,39941.84
5,Customer_5,52,Other,Nagpur,Central,Electronics,4,4866.92,19467.68
333,Customer_333,49,Female,Bangalore,South,Books,18,2578.49,46412.82
35,Customer_35,22,Male,Bhubaneswar,East,Grocery,1,2318.51,2318.51
422,Customer_422,18,Male,Patna,East,Sports,20,2958.5,59170.0
288,Customer_288,,Other,Nagpur,Central,Sports,18,2780.64,
244,Customer_244,35,Other,Mumbai,West,Clothing,18,3496.05,62928.9
272,Customer_272,60,Male,Kolkata,East,Grocery,17,1144.16,19450.72
317,Customer_317,41,Other,Raipur,Central,Books,13,2342.16,30448.08
386,Customer_386,39,Male,Mumbai,West,Electronics,4,261.35,1045.4
487,Customer_487,62,Other,Raipur,Central,Books,18,4310.5,77589.0
112,Customer_112,44,Female,Hyderabad,South,Sports,2,1624.97,3249.94
151,Customer_151,24,Female,Chandigarh,North,Books,19,2561.69,48672.11
185,Customer_185,53,Male,Kolkata,East,Sports,4,3571.43,14285.72
207,Customer_207,51,Male,Bhubaneswar,East,Electronics,12,2020.27,24243.24
170,Customer_170,20,Other,Bhopal,Central,Grocery,2,1875.25,3750.5
340,Customer_340,35,Male,Pune,West,Clothing,14,1907.1,26699.4
110,Customer_110,55,Female,Chandigarh,North,Grocery,16,4333.04,69328.64
453,Customer_453,51,Other,Chandigarh,North,Grocery,20,2644.38,52887.6
